ID	words	gloss	light_type	rotation	color	num_train_images
531	spot, rotation at (4.9989, -2.5625, 5.909), color is (0.99, 0.74, 0.88, 1.0)	A pink color spot light	SPOT	(4.9989, -2.5625, 5.909)	(0.99, 0.74, 0.88, 1.0)	1
532	area, rotation at (4.9989, -2.5625, 5.909), color is (0.99, 0.74, 0.88, 1.0)	A pink color area light	AREA	(4.9989, -2.5625, 5.909)	(0.99, 0.74, 0.88, 1.0)	1
533	point, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.86, 0.51, 1.0)	A khaki color point light	POINT	(4.9989, -2.5625, 5.909)	(1.0, 0.86, 0.51, 1.0)	1
534	sun, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.86, 0.51, 1.0)	A khaki color sun light	SUN	(4.9989, -2.5625, 5.909)	(1.0, 0.86, 0.51, 1.0)	1
535	spot, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.86, 0.51, 1.0)	A khaki color spot light	SPOT	(4.9989, -2.5625, 5.909)	(1.0, 0.86, 0.51, 1.0)	1
536	area, rotation at (4.9989, -2.5625, 5.909), color is (1.0, 0.86, 0.51, 1.0)	A khaki color area light	AREA	(4.9989, -2.5625, 5.909)	(1.0, 0.86, 0.51, 1.0)	1
537	point, rotation at (4.9989, -2.5625, 5.909), color is (0.88, 0.86, 0.64, 1.0)	A palegoldenrod color point light	POINT	(4.9989, -2.5625, 5.909)	(0.88, 0.86, 0.64, 1.0)	1
538	sun, rotation at (4.9989, -2.5625, 5.909), color is (0.88, 0.86, 0.64, 1.0)	A palegoldenrod color sun light	SUN	(4.9989, -2.5625, 5.909)	(0.88, 0.86, 0.64, 1.0)	1
539	spot, rotation at (4.9989, -2.5625, 5.909), color is (0.88, 0.86, 0.64, 1.0)	A palegoldenrod color spot light	SPOT	(4.9989, -2.5625, 5.909)	(0.88, 0.86, 0.64, 1.0)	1
540	area, rotation at (4.9989, -2.5625, 5.909), color is (0.88, 0.86, 0.64, 1.0)	A palegoldenrod color area light	AREA	(4.9989, -2.5625, 5.909)	(0.88, 0.86, 0.64, 1.0)	1
541	point, rotation at (4.9989, -2.5625, 5.909), color is (0.5, 1.0, 1.0, 1.0)	A aquamarine color point light	POINT	(4.9989, -2.5625, 5.909)	(0.5, 1.0, 1.0, 1.0)	1
542	sun, rotation at (4.9989, -2.5625, 5.909), color is (0.5, 1.0, 1.0, 1.0)	A aquamarine color sun light	SUN	(4.9989, -2.5625, 5.909)	(0.5, 1.0, 1.0, 1.0)	1
543	spot, rotation at (4.9989, -2.5625, 5.909), color is (0.5, 1.0, 1.0, 1.0)	A aquamarine color spot light	SPOT	(4.9989, -2.5625, 5.909)	(0.5, 1.0, 1.0, 1.0)	1
544	area, rotation at (4.9989, -2.5625, 5.909), color is (0.5, 1.0, 1.0, 1.0)	A aquamarine color area light	AREA	(4.9989, -2.5625, 5.909)	(0.5, 1.0, 1.0, 1.0)	1
545	point, rotation at (4.9989, -2.5625, 5.909), color is (0.6, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(4.9989, -2.5625, 5.909)	(0.6, 1.0, 1.0, 1.0)	1
546	sun, rotation at (4.9989, -2.5625, 5.909), color is (0.6, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(4.9989, -2.5625, 5.909)	(0.6, 1.0, 1.0, 1.0)	1
547	spot, rotation at (4.9989, -2.5625, 5.909), color is (0.6, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(4.9989, -2.5625, 5.909)	(0.6, 1.0, 1.0, 1.0)	1
548	area, rotation at (4.9989, -2.5625, 5.909), color is (0.6, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(4.9989, -2.5625, 5.909)	(0.6, 1.0, 1.0, 1.0)	1
549	point, rotation at (-2.8833, -2.3691, -4.042), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(-2.8833, -2.3691, -4.042)	(0.57, 1.0, 1.0, 1.0)	1
550	sun, rotation at (-2.8833, -2.3691, -4.042), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(-2.8833, -2.3691, -4.042)	(0.57, 1.0, 1.0, 1.0)	1
551	spot, rotation at (-2.8833, -2.3691, -4.042), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(0.57, 1.0, 1.0, 1.0)	1
552	area, rotation at (-2.8833, -2.3691, -4.042), color is (0.57, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(-2.8833, -2.3691, -4.042)	(0.57, 1.0, 1.0, 1.0)	1
553	point, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 0.71, 0.97, 1.0)	A pink color point light	POINT	(-2.8833, -2.3691, -4.042)	(1.0, 0.71, 0.97, 1.0)	1
554	sun, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 0.71, 0.97, 1.0)	A pink color sun light	SUN	(-2.8833, -2.3691, -4.042)	(1.0, 0.71, 0.97, 1.0)	1
555	spot, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 0.71, 0.97, 1.0)	A pink color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(1.0, 0.71, 0.97, 1.0)	1
556	area, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 0.71, 0.97, 1.0)	A pink color area light	AREA	(-2.8833, -2.3691, -4.042)	(1.0, 0.71, 0.97, 1.0)	1
557	point, rotation at (-2.8833, -2.3691, -4.042), color is (0.96, 0.83, 0.7, 1.0)	A wheat color point light	POINT	(-2.8833, -2.3691, -4.042)	(0.96, 0.83, 0.7, 1.0)	1
558	sun, rotation at (-2.8833, -2.3691, -4.042), color is (0.96, 0.83, 0.7, 1.0)	A wheat color sun light	SUN	(-2.8833, -2.3691, -4.042)	(0.96, 0.83, 0.7, 1.0)	1
559	spot, rotation at (-2.8833, -2.3691, -4.042), color is (0.96, 0.83, 0.7, 1.0)	A wheat color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(0.96, 0.83, 0.7, 1.0)	1
560	area, rotation at (-2.8833, -2.3691, -4.042), color is (0.96, 0.83, 0.7, 1.0)	A wheat color area light	AREA	(-2.8833, -2.3691, -4.042)	(0.96, 0.83, 0.7, 1.0)	1
561	point, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 1.0, 0.87, 1.0)	A lightyellow color point light	POINT	(-2.8833, -2.3691, -4.042)	(1.0, 1.0, 0.87, 1.0)	1
562	sun, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 1.0, 0.87, 1.0)	A lightyellow color sun light	SUN	(-2.8833, -2.3691, -4.042)	(1.0, 1.0, 0.87, 1.0)	1
563	spot, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 1.0, 0.87, 1.0)	A lightyellow color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(1.0, 1.0, 0.87, 1.0)	1
564	area, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 1.0, 0.87, 1.0)	A lightyellow color area light	AREA	(-2.8833, -2.3691, -4.042)	(1.0, 1.0, 0.87, 1.0)	1
565	point, rotation at (-2.8833, -2.3691, -4.042), color is (0.28, 0.79, 0.7, 1.0)	A mediumturquoise color point light	POINT	(-2.8833, -2.3691, -4.042)	(0.28, 0.79, 0.7, 1.0)	1
566	sun, rotation at (-2.8833, -2.3691, -4.042), color is (0.28, 0.79, 0.7, 1.0)	A mediumturquoise color sun light	SUN	(-2.8833, -2.3691, -4.042)	(0.28, 0.79, 0.7, 1.0)	1
567	spot, rotation at (-2.8833, -2.3691, -4.042), color is (0.28, 0.79, 0.7, 1.0)	A mediumturquoise color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(0.28, 0.79, 0.7, 1.0)	1
568	area, rotation at (-2.8833, -2.3691, -4.042), color is (0.28, 0.79, 0.7, 1.0)	A mediumturquoise color area light	AREA	(-2.8833, -2.3691, -4.042)	(0.28, 0.79, 0.7, 1.0)	1
569	point, rotation at (-2.8833, -2.3691, -4.042), color is (0.76, 1.0, 0.52, 1.0)	A palegreen color point light	POINT	(-2.8833, -2.3691, -4.042)	(0.76, 1.0, 0.52, 1.0)	1
570	sun, rotation at (-2.8833, -2.3691, -4.042), color is (0.76, 1.0, 0.52, 1.0)	A palegreen color sun light	SUN	(-2.8833, -2.3691, -4.042)	(0.76, 1.0, 0.52, 1.0)	1
571	spot, rotation at (-2.8833, -2.3691, -4.042), color is (0.76, 1.0, 0.52, 1.0)	A palegreen color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(0.76, 1.0, 0.52, 1.0)	1
572	area, rotation at (-2.8833, -2.3691, -4.042), color is (0.76, 1.0, 0.52, 1.0)	A palegreen color area light	AREA	(-2.8833, -2.3691, -4.042)	(0.76, 1.0, 0.52, 1.0)	1
573	point, rotation at (-2.8833, -2.3691, -4.042), color is (0.6, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(-2.8833, -2.3691, -4.042)	(0.6, 1.0, 1.0, 1.0)	1
574	sun, rotation at (-2.8833, -2.3691, -4.042), color is (0.6, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(-2.8833, -2.3691, -4.042)	(0.6, 1.0, 1.0, 1.0)	1
575	spot, rotation at (-2.8833, -2.3691, -4.042), color is (0.6, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(0.6, 1.0, 1.0, 1.0)	1
576	area, rotation at (-2.8833, -2.3691, -4.042), color is (0.6, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(-2.8833, -2.3691, -4.042)	(0.6, 1.0, 1.0, 1.0)	1
577	point, rotation at (-2.8833, -2.3691, -4.042), color is (0.32, 0.57, 1.0, 1.0)	A cornflowerblue color point light	POINT	(-2.8833, -2.3691, -4.042)	(0.32, 0.57, 1.0, 1.0)	1
578	sun, rotation at (-2.8833, -2.3691, -4.042), color is (0.32, 0.57, 1.0, 1.0)	A cornflowerblue color sun light	SUN	(-2.8833, -2.3691, -4.042)	(0.32, 0.57, 1.0, 1.0)	1
579	spot, rotation at (-2.8833, -2.3691, -4.042), color is (0.32, 0.57, 1.0, 1.0)	A cornflowerblue color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(0.32, 0.57, 1.0, 1.0)	1
580	area, rotation at (-2.8833, -2.3691, -4.042), color is (0.32, 0.57, 1.0, 1.0)	A cornflowerblue color area light	AREA	(-2.8833, -2.3691, -4.042)	(0.32, 0.57, 1.0, 1.0)	1
581	point, rotation at (-2.8833, -2.3691, -4.042), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color point light	POINT	(-2.8833, -2.3691, -4.042)	(0.9, 1.0, 1.0, 1.0)	1
582	sun, rotation at (-2.8833, -2.3691, -4.042), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color sun light	SUN	(-2.8833, -2.3691, -4.042)	(0.9, 1.0, 1.0, 1.0)	1
583	spot, rotation at (-2.8833, -2.3691, -4.042), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(0.9, 1.0, 1.0, 1.0)	1
584	area, rotation at (-2.8833, -2.3691, -4.042), color is (0.9, 1.0, 1.0, 1.0)	A lightcyan color area light	AREA	(-2.8833, -2.3691, -4.042)	(0.9, 1.0, 1.0, 1.0)	1
585	point, rotation at (-2.8833, -2.3691, -4.042), color is (0.88, 1.0, 0.99, 1.0)	A lightcyan color point light	POINT	(-2.8833, -2.3691, -4.042)	(0.88, 1.0, 0.99, 1.0)	1
586	sun, rotation at (-2.8833, -2.3691, -4.042), color is (0.88, 1.0, 0.99, 1.0)	A lightcyan color sun light	SUN	(-2.8833, -2.3691, -4.042)	(0.88, 1.0, 0.99, 1.0)	1
587	spot, rotation at (-2.8833, -2.3691, -4.042), color is (0.88, 1.0, 0.99, 1.0)	A lightcyan color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(0.88, 1.0, 0.99, 1.0)	1
588	area, rotation at (-2.8833, -2.3691, -4.042), color is (0.88, 1.0, 0.99, 1.0)	A lightcyan color area light	AREA	(-2.8833, -2.3691, -4.042)	(0.88, 1.0, 0.99, 1.0)	1
589	point, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 0.84, 1.0, 1.0)	A lavenderblush color point light	POINT	(-2.8833, -2.3691, -4.042)	(1.0, 0.84, 1.0, 1.0)	1
590	sun, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 0.84, 1.0, 1.0)	A lavenderblush color sun light	SUN	(-2.8833, -2.3691, -4.042)	(1.0, 0.84, 1.0, 1.0)	1
591	spot, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 0.84, 1.0, 1.0)	A lavenderblush color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(1.0, 0.84, 1.0, 1.0)	1
592	area, rotation at (-2.8833, -2.3691, -4.042), color is (1.0, 0.84, 1.0, 1.0)	A lavenderblush color area light	AREA	(-2.8833, -2.3691, -4.042)	(1.0, 0.84, 1.0, 1.0)	1
593	point, rotation at (-2.8833, -2.3691, -4.042), color is (0.97, 1.0, 1.0, 1.0)	A mintcream color point light	POINT	(-2.8833, -2.3691, -4.042)	(0.97, 1.0, 1.0, 1.0)	1
594	sun, rotation at (-2.8833, -2.3691, -4.042), color is (0.97, 1.0, 1.0, 1.0)	A mintcream color sun light	SUN	(-2.8833, -2.3691, -4.042)	(0.97, 1.0, 1.0, 1.0)	1
595	spot, rotation at (-2.8833, -2.3691, -4.042), color is (0.97, 1.0, 1.0, 1.0)	A mintcream color spot light	SPOT	(-2.8833, -2.3691, -4.042)	(0.97, 1.0, 1.0, 1.0)	1
596	area, rotation at (-2.8833, -2.3691, -4.042), color is (0.97, 1.0, 1.0, 1.0)	A mintcream color area light	AREA	(-2.8833, -2.3691, -4.042)	(0.97, 1.0, 1.0, 1.0)	1
597	point, rotation at (4.9133, 2.5302, 1.6825), color is (0.4, 0.85, 0.82, 1.0)	A mediumturquoise color point light	POINT	(4.9133, 2.5302, 1.6825)	(0.4, 0.85, 0.82, 1.0)	1
598	sun, rotation at (4.9133, 2.5302, 1.6825), color is (0.4, 0.85, 0.82, 1.0)	A mediumturquoise color sun light	SUN	(4.9133, 2.5302, 1.6825)	(0.4, 0.85, 0.82, 1.0)	1
599	spot, rotation at (4.9133, 2.5302, 1.6825), color is (0.4, 0.85, 0.82, 1.0)	A mediumturquoise color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(0.4, 0.85, 0.82, 1.0)	1
600	area, rotation at (4.9133, 2.5302, 1.6825), color is (0.4, 0.85, 0.82, 1.0)	A mediumturquoise color area light	AREA	(4.9133, 2.5302, 1.6825)	(0.4, 0.85, 0.82, 1.0)	1
601	point, rotation at (4.9133, 2.5302, 1.6825), color is (0.6, 0.96, 1.0, 1.0)	A paleturquoise color point light	POINT	(4.9133, 2.5302, 1.6825)	(0.6, 0.96, 1.0, 1.0)	1
602	sun, rotation at (4.9133, 2.5302, 1.6825), color is (0.6, 0.96, 1.0, 1.0)	A paleturquoise color sun light	SUN	(4.9133, 2.5302, 1.6825)	(0.6, 0.96, 1.0, 1.0)	1
603	spot, rotation at (4.9133, 2.5302, 1.6825), color is (0.6, 0.96, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(0.6, 0.96, 1.0, 1.0)	1
604	area, rotation at (4.9133, 2.5302, 1.6825), color is (0.6, 0.96, 1.0, 1.0)	A paleturquoise color area light	AREA	(4.9133, 2.5302, 1.6825)	(0.6, 0.96, 1.0, 1.0)	1
605	point, rotation at (4.9133, 2.5302, 1.6825), color is (0.6, 1.0, 0.28, 1.0)	A greenyellow color point light	POINT	(4.9133, 2.5302, 1.6825)	(0.6, 1.0, 0.28, 1.0)	1
606	sun, rotation at (4.9133, 2.5302, 1.6825), color is (0.6, 1.0, 0.28, 1.0)	A greenyellow color sun light	SUN	(4.9133, 2.5302, 1.6825)	(0.6, 1.0, 0.28, 1.0)	1
607	spot, rotation at (4.9133, 2.5302, 1.6825), color is (0.6, 1.0, 0.28, 1.0)	A greenyellow color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(0.6, 1.0, 0.28, 1.0)	1
608	area, rotation at (4.9133, 2.5302, 1.6825), color is (0.6, 1.0, 0.28, 1.0)	A greenyellow color area light	AREA	(4.9133, 2.5302, 1.6825)	(0.6, 1.0, 0.28, 1.0)	1
609	point, rotation at (4.9133, 2.5302, 1.6825), color is (0.93, 0.92, 1.0, 1.0)	A lavender color point light	POINT	(4.9133, 2.5302, 1.6825)	(0.93, 0.92, 1.0, 1.0)	1
610	sun, rotation at (4.9133, 2.5302, 1.6825), color is (0.93, 0.92, 1.0, 1.0)	A lavender color sun light	SUN	(4.9133, 2.5302, 1.6825)	(0.93, 0.92, 1.0, 1.0)	1
611	spot, rotation at (4.9133, 2.5302, 1.6825), color is (0.93, 0.92, 1.0, 1.0)	A lavender color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(0.93, 0.92, 1.0, 1.0)	1
612	area, rotation at (4.9133, 2.5302, 1.6825), color is (0.93, 0.92, 1.0, 1.0)	A lavender color area light	AREA	(4.9133, 2.5302, 1.6825)	(0.93, 0.92, 1.0, 1.0)	1
613	point, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.76, 1.0)	A lemonchiffon color point light	POINT	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.76, 1.0)	1
614	sun, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.76, 1.0)	A lemonchiffon color sun light	SUN	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.76, 1.0)	1
615	spot, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.76, 1.0)	A lemonchiffon color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.76, 1.0)	1
616	area, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.76, 1.0)	A lemonchiffon color area light	AREA	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.76, 1.0)	1
617	point, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.51, 0.66, 1.0)	A hotpink color point light	POINT	(4.9133, 2.5302, 1.6825)	(1.0, 0.51, 0.66, 1.0)	1
618	sun, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.51, 0.66, 1.0)	A hotpink color sun light	SUN	(4.9133, 2.5302, 1.6825)	(1.0, 0.51, 0.66, 1.0)	1
619	spot, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.51, 0.66, 1.0)	A hotpink color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(1.0, 0.51, 0.66, 1.0)	1
620	area, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.51, 0.66, 1.0)	A hotpink color area light	AREA	(4.9133, 2.5302, 1.6825)	(1.0, 0.51, 0.66, 1.0)	1
621	point, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.86, 1.0)	A lightyellow color point light	POINT	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.86, 1.0)	1
622	sun, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.86, 1.0)	A lightyellow color sun light	SUN	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.86, 1.0)	1
623	spot, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.86, 1.0)	A lightyellow color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.86, 1.0)	1
624	area, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.86, 1.0)	A lightyellow color area light	AREA	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.86, 1.0)	1
625	point, rotation at (4.9133, 2.5302, 1.6825), color is (0.66, 1.0, 0.59, 1.0)	A palegreen color point light	POINT	(4.9133, 2.5302, 1.6825)	(0.66, 1.0, 0.59, 1.0)	1
626	sun, rotation at (4.9133, 2.5302, 1.6825), color is (0.66, 1.0, 0.59, 1.0)	A palegreen color sun light	SUN	(4.9133, 2.5302, 1.6825)	(0.66, 1.0, 0.59, 1.0)	1
627	spot, rotation at (4.9133, 2.5302, 1.6825), color is (0.66, 1.0, 0.59, 1.0)	A palegreen color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(0.66, 1.0, 0.59, 1.0)	1
628	area, rotation at (4.9133, 2.5302, 1.6825), color is (0.66, 1.0, 0.59, 1.0)	A palegreen color area light	AREA	(4.9133, 2.5302, 1.6825)	(0.66, 1.0, 0.59, 1.0)	1
629	point, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.55, 0.9, 1.0)	A violet color point light	POINT	(4.9133, 2.5302, 1.6825)	(1.0, 0.55, 0.9, 1.0)	1
630	sun, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.55, 0.9, 1.0)	A violet color sun light	SUN	(4.9133, 2.5302, 1.6825)	(1.0, 0.55, 0.9, 1.0)	1
631	spot, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.55, 0.9, 1.0)	A violet color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(1.0, 0.55, 0.9, 1.0)	1
632	area, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.55, 0.9, 1.0)	A violet color area light	AREA	(4.9133, 2.5302, 1.6825)	(1.0, 0.55, 0.9, 1.0)	1
633	point, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.24, 1.0, 1.0)	A fuchsia color point light	POINT	(4.9133, 2.5302, 1.6825)	(1.0, 0.24, 1.0, 1.0)	1
634	sun, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.24, 1.0, 1.0)	A fuchsia color sun light	SUN	(4.9133, 2.5302, 1.6825)	(1.0, 0.24, 1.0, 1.0)	1
635	spot, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.24, 1.0, 1.0)	A fuchsia color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(1.0, 0.24, 1.0, 1.0)	1
636	area, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 0.24, 1.0, 1.0)	A fuchsia color area light	AREA	(4.9133, 2.5302, 1.6825)	(1.0, 0.24, 1.0, 1.0)	1
637	point, rotation at (4.9133, 2.5302, 1.6825), color is (0.62, 0.67, 1.0, 1.0)	A lightskyblue color point light	POINT	(4.9133, 2.5302, 1.6825)	(0.62, 0.67, 1.0, 1.0)	1
638	sun, rotation at (4.9133, 2.5302, 1.6825), color is (0.62, 0.67, 1.0, 1.0)	A lightskyblue color sun light	SUN	(4.9133, 2.5302, 1.6825)	(0.62, 0.67, 1.0, 1.0)	1
639	spot, rotation at (4.9133, 2.5302, 1.6825), color is (0.62, 0.67, 1.0, 1.0)	A lightskyblue color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(0.62, 0.67, 1.0, 1.0)	1
640	area, rotation at (4.9133, 2.5302, 1.6825), color is (0.62, 0.67, 1.0, 1.0)	A lightskyblue color area light	AREA	(4.9133, 2.5302, 1.6825)	(0.62, 0.67, 1.0, 1.0)	1
641	point, rotation at (4.9133, 2.5302, 1.6825), color is (0.72, 1.0, 0.79, 1.0)	A paleturquoise color point light	POINT	(4.9133, 2.5302, 1.6825)	(0.72, 1.0, 0.79, 1.0)	1
642	sun, rotation at (4.9133, 2.5302, 1.6825), color is (0.72, 1.0, 0.79, 1.0)	A paleturquoise color sun light	SUN	(4.9133, 2.5302, 1.6825)	(0.72, 1.0, 0.79, 1.0)	1
643	spot, rotation at (4.9133, 2.5302, 1.6825), color is (0.72, 1.0, 0.79, 1.0)	A paleturquoise color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(0.72, 1.0, 0.79, 1.0)	1
644	area, rotation at (4.9133, 2.5302, 1.6825), color is (0.72, 1.0, 0.79, 1.0)	A paleturquoise color area light	AREA	(4.9133, 2.5302, 1.6825)	(0.72, 1.0, 0.79, 1.0)	1
645	point, rotation at (4.9133, 2.5302, 1.6825), color is (0.99, 1.0, 1.0, 1.0)	A white color point light	POINT	(4.9133, 2.5302, 1.6825)	(0.99, 1.0, 1.0, 1.0)	1
646	sun, rotation at (4.9133, 2.5302, 1.6825), color is (0.99, 1.0, 1.0, 1.0)	A white color sun light	SUN	(4.9133, 2.5302, 1.6825)	(0.99, 1.0, 1.0, 1.0)	1
647	spot, rotation at (4.9133, 2.5302, 1.6825), color is (0.99, 1.0, 1.0, 1.0)	A white color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(0.99, 1.0, 1.0, 1.0)	1
648	area, rotation at (4.9133, 2.5302, 1.6825), color is (0.99, 1.0, 1.0, 1.0)	A white color area light	AREA	(4.9133, 2.5302, 1.6825)	(0.99, 1.0, 1.0, 1.0)	1
649	point, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.69, 1.0)	A moccasin color point light	POINT	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.69, 1.0)	1
650	sun, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.69, 1.0)	A moccasin color sun light	SUN	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.69, 1.0)	1
651	spot, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.69, 1.0)	A moccasin color spot light	SPOT	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.69, 1.0)	1
652	area, rotation at (4.9133, 2.5302, 1.6825), color is (1.0, 1.0, 0.69, 1.0)	A moccasin color area light	AREA	(4.9133, 2.5302, 1.6825)	(1.0, 1.0, 0.69, 1.0)	1
653	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.95, 1.0)	A ivory color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.95, 1.0)	1
654	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.95, 1.0)	A ivory color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.95, 1.0)	1
655	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.95, 1.0)	A ivory color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.95, 1.0)	1
656	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.95, 1.0)	A ivory color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.95, 1.0)	1
657	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.87, 1.0)	A lightyellow color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.87, 1.0)	1
658	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.87, 1.0)	A lightyellow color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.87, 1.0)	1
659	spot, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.87, 1.0)	A lightyellow color spot light	SPOT	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.87, 1.0)	1
660	area, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 1.0, 0.87, 1.0)	A lightyellow color area light	AREA	(4.9525, -2.6583, 1.0344)	(1.0, 1.0, 0.87, 1.0)	1
661	point, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.56, 0.68, 1.0)	A hotpink color point light	POINT	(4.9525, -2.6583, 1.0344)	(1.0, 0.56, 0.68, 1.0)	1
662	sun, rotation at (4.9525, -2.6583, 1.0344), color is (1.0, 0.56, 0.68, 1.0)	A hotpink color sun light	SUN	(4.9525, -2.6583, 1.0344)	(1.0, 0.56, 0.68, 1.0)	1
